日期,距離,光線
2022-11-08 11:02:15,100,199.80459208597944
2022-11-08 11:02:45,100,201.75867122618473
2022-11-08 11:03:15,100,205.6668295065951
2022-11-08 11:11:09,100,207.62090864680016
2022-11-08 11:11:42,100,208.5979482169027
2022-11-08 11:12:33,100,202.73571079628726
2022-11-08 11:15:23,100,206.64386907669763
2022-11-08 11:15:53,100,211.52906692721052
2022-11-08 11:20:15,100,211.52906692721052
2022-11-08 11:20:45,100,210.552027357108
2022-11-08 11:21:28,100,211.52906692721052
2022-11-08 11:21:58,17.590238578883145,207.62090864680016
2022-11-08 11:22:28,17.01146787901962,210.552027357108
2022-11-08 11:22:58,17.033402195200324,212.50610649731306
2022-11-08 11:23:28,17.313416536966542,201.75867122618473
2022-11-08 11:23:58,17.280051674400966,203.7127503663898
2022-11-08 11:24:28,17.835291876939664,206.64386907669763
2022-11-08 11:24:58,17.423980584431774,208.5979482169027
2022-11-08 11:25:28,17.344876303264755,202.73571079628726
2022-11-08 11:25:58,17.297832510457738,210.552027357108
2022-11-08 11:26:28,17.367136705192024,200.78163165608197
2022-11-08 11:26:58,100,201.75867122618473
2022-11-08 11:27:28,100,200.78163165608197
2022-11-08 11:27:58,100,212.50610649731306
2022-11-08 11:28:28,100,201.75867122618473
2022-11-08 11:28:58,100,211.52906692721052
2022-11-08 11:29:28,100,198.8275525158769
2022-11-08 11:29:58,14.889777810054511,209.57498778700545
2022-11-08 11:30:28,15.004203530705126,204.68978993649233
2022-11-08 11:39:02,13.986300320775626,199.80459208597944
2022-11-08 13:37:43,16.29539319511241,215.43722520762088
2022-11-08 13:38:25,16.86781357408472,208.5979482169027
2022-11-08 14:13:07,100,203.7127503663898
2022-11-08 14:13:37,100,215.43722520762088
2022-11-08 14:17:59,100,211.52906692721052
2022-11-08 14:18:47,100,213.48314606741582
2022-11-08 14:19:17,100,215.43722520762088
2022-11-08 14:19:47,100,206.64386907669763
2022-11-08 14:21:47,100,216.41426477772342
2022-11-08 14:22:17,100,204.68978993649233
2022-11-08 14:27:28,100,203.7127503663898
2022-11-08 14:27:58,23.631545943575475,201.75867122618473
2022-11-08 14:28:28,22.78103345850832,206.64386907669763
2022-11-08 14:28:58,23.29781133992583,208.5979482169027
2022-11-08 14:29:28,23.218363864827552,207.62090864680016
2022-11-08 14:29:58,23.44338794297073,211.52906692721052
2022-11-08 14:30:28,23.33786984219114,201.75867122618473
2022-11-08 14:37:56,23.196429548646847,201.75867122618473
2022-11-08 14:38:26,23.119831085808983,213.48314606741582
2022-11-08 14:38:56,22.715556626932084,207.62090864680016
2022-11-08 14:39:29,23.1033030808685,201.75867122618473
2022-11-08 14:39:59,22.95837871175536,205.6668295065951
2022-11-08 14:40:29,22.97109646172248,201.75867122618473
2022-11-08 14:40:45,23.82128289226239,212.50610649731306
2022-11-08 14:41:57,22.98666334882728,211.52906692721052
2022-11-08 14:42:27,22.935809332266217,200.78163165608197
2022-11-08 14:43:06,23.033072109545174,209.57498778700545
2022-11-08 14:43:36,23.357572913919284,211.52906692721052
2022-11-08 14:44:06,23.11061458203403,211.52906692721052
